hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud
8,1,0,Brazil,Mexico City,Online Shopping,Mobile Payment,Desktop,37,644,5.6,32101.21,120.09,148,33,26.9,9.4,0,0,0,0
5,0,1,France,Tokyo,Travel,Credit Card,ATM,36,619,1.0,18950.9,234.4,126,14,2.5,30.34,1,0,0,0
18,0,0,Germany,Rio,Online Shopping,Crypto,Mobile,55,768,13.3,6852.19,17.22,156,19,19.5,1.74,1,1,0,0
20,0,0,France,New York,Clothing,Mobile Payment,POS Terminal,30,579,2.9,2792.6,49.14,139,25,71.7,20.93,1,0,0,0
14,1,0,USA,Berlin,Healthcare,Debit Card,Desktop,31,605,0.5,5193.75,88.02,154,22,19.5,16.62,0,0,0,0
15,0,0,Japan,Osaka,Grocery,Bank Transfer,Desktop,48,837,9.3,42785.07,418.41,149,16,26.9,19.45,1,0,0,0
19,0,0,India,Tokyo,Online Shopping,Debit Card,Desktop,45,780,9.2,2831.2,22.27,166,18,29.6,1.6,0,0,0,0
20,0,0,Australia,Los Angeles,Fuel,Credit Card,Desktop,43,719,9.0,6766.65,92.36,136,21,22.8,1.32,0,0,0,0
16,0,0,USA,Melbourne,Clothing,Mobile Payment,Mobile,18,669,9.7,19813.86,56.68,157,21,4.0,15.61,0,0,0,0
15,0,0,UK,Manchester,Healthcare,Bank Transfer,ATM,55,536,13.3,1675.26,144.53,149,26,42.3,2.96,0,0,1,1
4,1,1,Japan,São Paulo,ATM Withdrawal,Debit Card,Mobile,27,802,27.1,2479.09,18.08,141,20,40.4,25.39,0,0,0,0
4,0,1,Germany,São Paulo,Fuel,Credit Card,POS Terminal,41,612,2.2,64386.06,76.87,175,18,66.2,10.71,0,0,1,1
22,0,1,Brazil,New York,Utilities,Debit Card,POS Terminal,53,670,2.2,5214.48,196.39,160,19,29.9,6.29,0,0,0,0
19,1,0,USA,Osaka,Healthcare,Credit Card,Mobile,30,700,2.4,2988.77,134.98,161,17,15.0,27.17,1,0,0,0
14,0,0,Brazil,Sydney,Healthcare,Credit Card,Desktop,52,850,9.0,3946.45,52.35,145,18,10.7,20.45,0,0,0,0
11,0,0,France,Vancouver,Restaurant,Bank Transfer,POS Terminal,39,754,5.5,35463.2,63.33,155,18,24.0,1.84,1,1,0,0
0,0,1,Brazil,Munich,Utilities,Credit Card,Mobile,26,627,1.0,58734.79,143.35,155,19,2.8,9.85,0,0,0,0
11,1,0,USA,Paris,Clothing,Debit Card,ATM,60,750,13.0,7329.63,111.64,150,13,29.0,7.66,0,0,0,0
22,0,1,Japan,Mumbai,Entertainment,Credit Card,Desktop,55,644,3.1,40677.78,30.44,191,27,13.6,8.77,1,0,0,0
10,1,0,India,Melbourne,Travel,Credit Card,POS Terminal,18,634,2.2,36479.68,1235.81,145,18,15.9,55.53,0,0,0,0
16,0,0,Canada,Paris,Utilities,Credit Card,ATM,34,690,5.5,2966.04,22.13,154,17,6.3,20.01,0,0,0,0
15,0,0,India,Mumbai,Gaming,Debit Card,Mobile,44,743,1.4,7602.5,11.0,149,24,26.7,3.38,0,0,0,0
20,0,0,UK,Vancouver,Fuel,Credit Card,Mobile,43,666,0.7,4447.36,169.14,150,17,15.2,9.85,0,2,0,0
3,1,1,India,Melbourne,Grocery,Debit Card,Desktop,38,550,2.7,4233.06,61.17,137,25,3.6,5.97,0,0,0,0
0,0,1,USA,São Paulo,Travel,Credit Card,Mobile,41,650,8.3,5288.4,386.93,159,16,16.0,13.8,0,0,0,0
23,0,1,France,Vancouver,ATM Withdrawal,Debit Card,Desktop,38,790,5.1,3208.16,38.58,145,22,15.7,29.43,1,0,0,0
12,0,0,France,Vancouver,Clothing,Bank Transfer,Mobile,19,630,1.4,5041.85,19.35,152,23,13.0,3.28,0,0,0,0
14,0,0,France,Rio,Healthcare,Credit Card,Desktop,23,723,1.2,1498.51,256.11,124,24,32.8,1.46,0,0,0,0
7,1,0,USA,Rio,Crypto Exchange,Debit Card,Mobile,39,637,17.7,19781.74,127.1,157,27,2.9,9.25,0,0,0,0
0,0,1,France,Los Angeles,Fuel,Credit Card,Desktop,38,824,4.1,12340.95,28.59,148,15,44.6,5.88,0,0,0,0
15,0,0,UK,Munich,Electronics,Credit Card,ATM,28,658,1.6,153.25,175.68,153,24,3.4,9.28,0,0,0,0
8,0,0,USA,Melbourne,Clothing,Credit Card,Desktop,47,659,0.2,1702.87,191.27,135,24,14.8,4.62,0,3,0,0
12,1,0,UK,Rio,Electronics,Credit Card,Mobile,44,727,3.2,2366.85,584.54,123,23,14.9,7.24,0,0,1,0
16,0,0,Mexico,Melbourne,ATM Withdrawal,Crypto,Mobile,81,685,5.1,34972.95,51.37,162,30,40.4,6.09,0,1,0,0
17,0,0,Germany,Melbourne,Healthcare,Credit Card,Mobile,54,693,1.5,52133.8,44.54,133,14,19.6,22.33,0,3,1,0
22,0,1,USA,London,Fuel,Mobile Payment,Desktop,47,781,7.9,76197.92,12.4,164,15,20.3,7.59,0,0,0,1
7,0,0,Canada,Toronto,Online Shopping,Debit Card,POS Terminal,42,683,2.0,13972.78,138.34,139,17,9.3,0.45,0,0,0,0
4,0,1,Germany,Toronto,Education,Debit Card,ATM,37,710,2.9,2197.91,36.54,147,17,20.3,1.55,0,0,0,0
3,1,1,Mexico,Mexico City,ATM Withdrawal,Debit Card,Mobile,60,732,17.4,15731.52,161.17,166,18,33.1,20.59,0,0,0,0
20,0,0,Brazil,Osaka,Entertainment,Debit Card,Desktop,43,577,6.5,15333.48,62.05,129,13,21.4,9.86,0,0,0,0
16,0,0,France,Sydney,Fuel,Credit Card,Desktop,48,601,0.4,68284.75,117.62,163,24,0.3,15.44,0,0,0,0
20,1,0,USA,New York,Gaming,Credit Card,ATM,74,653,0.5,6536.95,16.07,146,29,48.5,4.27,0,2,0,0
17,0,0,Australia,Rio,Healthcare,Credit Card,Desktop,52,790,6.2,17574.65,61.46,161,30,2.6,8.73,0,2,0,0
10,0,0,USA,New York,Electronics,Debit Card,POS Terminal,18,684,7.7,4785.27,343.17,156,19,18.3,2.62,0,0,0,0
7,1,0,Mexico,Manchester,Clothing,Crypto,Desktop,50,678,6.5,6567.72,914.6,143,18,6.3,18.73,1,0,0,0
20,1,0,Australia,Sydney,Crypto Exchange,Bank Transfer,Mobile,57,802,8.3,27956.76,96.54,159,27,42.5,4.92,0,0,0,0
15,0,0,India,Sydney,Jewelry,Credit Card,Tablet,33,693,3.3,3694.69,74.58,154,23,3.5,1.12,1,0,0,1
13,1,0,India,Paris,Electronics,Credit Card,ATM,56,783,4.5,7375.03,280.99,141,21,12.6,0.23,0,0,0,0
7,0,0,Japan,Mexico City,Electronics,Credit Card,Desktop,46,681,0.6,16099.39,258.88,146,20,2.6,5.58,0,0,0,0
7,0,0,India,Paris,Clothing,Mobile Payment,POS Terminal,57,660,28.5,6241.31,66.59,145,22,15.3,17.71,0,0,0,0
2,0,1,UK,Los Angeles,ATM Withdrawal,Mobile Payment,Mobile,62,850,12.3,7401.79,99.73,177,16,9.6,1.32,0,0,0,0
4,1,1,UK,Los Angeles,Gaming,Mobile Payment,Mobile,49,662,0.7,1465.13,76.24,145,29,22.9,0.48,0,0,0,0
8,1,0,USA,Berlin,Crypto Exchange,Crypto,Mobile,67,663,0.9,4265.44,65.93,189,24,44.2,7.51,0,0,1,0
8,1,0,UK,Osaka,Gaming,Crypto,Desktop,52,599,0.2,9407.37,44.07,146,25,1.7,0.97,0,0,0,0
18,0,0,Australia,Mexico City,Online Shopping,Debit Card,Desktop,27,667,2.1,17211.22,76.32,131,19,1.0,3.79,0,2,0,0
13,0,0,Canada,New York,Fuel,Credit Card,Tablet,50,574,1.6,8655.61,48.48,165,18,99.8,3.86,0,0,0,0
13,0,0,Australia,London,Education,Credit Card,Mobile,42,714,1.5,9233.22,119.61,159,19,5.1,12.37,0,0,0,0
17,0,0,France,Osaka,Clothing,Debit Card,Desktop,37,544,2.1,12211.61,58.48,165,24,59.9,11.04,0,0,0,0
10,0,0,Germany,Lyon,Crypto Exchange,Bank Transfer,Mobile,39,727,6.8,51012.05,9.98,135,18,21.5,7.79,0,0,0,0
23,0,1,Germany,Mumbai,Online Shopping,Debit Card,Desktop,27,702,1.4,2317.27,47.61,156,23,16.4,39.16,0,0,0,0
23,0,1,Australia,Tokyo,Education,Bank Transfer,Mobile,31,771,1.6,2932.51,36.39,137,24,8.3,18.33,0,0,0,0
19,1,0,Australia,Guadalajara,Restaurant,Mobile Payment,Mobile,44,578,6.7,3431.83,133.63,147,16,13.6,0.38,0,0,0,0
4,1,1,Japan,Munich,Restaurant,Debit Card,Mobile,42,733,14.4,3922.44,179.74,150,23,4.3,1.11,0,1,0,0
21,0,0,USA,Manchester,Crypto Exchange,Debit Card,Mobile,47,677,2.1,3135.74,115.3,160,22,12.0,54.83,1,0,0,0
7,0,0,Mexico,Mumbai,Online Shopping,Crypto,Mobile,48,748,0.8,4914.47,115.94,162,17,3.9,6.24,1,1,0,0
20,0,0,Canada,Los Angeles,Travel,Debit Card,Mobile,51,571,3.7,17059.25,55.47,145,18,30.6,9.15,0,0,1,0
4,0,1,India,New York,Entertainment,Credit Card,Mobile,40,537,11.7,9919.64,143.18,145,25,32.4,11.75,0,0,0,0
7,0,0,India,São Paulo,Education,Crypto,Mobile,48,661,5.3,15250.91,39.69,145,21,8.8,46.68,0,3,0,0
0,0,1,India,Munich,Restaurant,Debit Card,Mobile,30,835,1.5,65297.28,5.84,160,14,8.8,5.82,0,5,0,0
6,0,1,Mexico,Delhi,Healthcare,Crypto,Desktop,33,527,2.0,12914.88,179.41,145,17,6.0,3.28,0,1,0,0
12,0,0,France,Paris,Restaurant,Debit Card,Desktop,35,682,3.2,28151.2,29.91,149,18,23.3,4.09,0,0,1,0
0,1,1,UK,Vancouver,Restaurant,Debit Card,Mobile,29,646,6.7,35888.96,83.49,136,20,5.4,6.14,1,0,0,0
7,1,0,USA,Toronto,Travel,Credit Card,Mobile,44,536,5.6,75268.52,686.03,143,16,18.3,50.82,0,0,0,0
22,0,1,UK,Los Angeles,Jewelry,Mobile Payment,Mobile,47,637,2.0,1577.06,439.08,145,18,26.9,23.45,0,0,0,1
20,0,0,Canada,Vancouver,Grocery,Debit Card,Mobile,78,631,3.9,12871.34,280.72,139,26,34.4,0.24,0,0,0,0
13,1,0,Japan,Guadalajara,Travel,Mobile Payment,POS Terminal,54,698,7.8,7874.27,486.03,143,20,4.6,28.47,0,0,0,0
4,0,1,Germany,Paris,Education,Mobile Payment,Desktop,57,682,1.8,10011.3,21.75,144,19,12.2,5.99,0,0,0,0
18,0,0,UK,São Paulo,ATM Withdrawal,Mobile Payment,Tablet,31,789,6.8,33765.9,33.64,151,14,19.7,0.93,0,0,0,0
20,0,0,UK,Lyon,Utilities,Bank Transfer,Mobile,51,850,0.1,8703.1,14.53,159,21,42.1,8.55,0,0,0,0
12,0,0,USA,Sydney,Utilities,Credit Card,Mobile,31,802,5.6,4536.78,76.4,130,25,21.1,29.49,1,0,0,0
16,1,0,Germany,London,Gaming,Mobile Payment,Desktop,29,776,5.0,22592.62,15.68,148,7,2.7,1.37,1,0,0,0
1,1,1,USA,Manchester,Travel,Credit Card,Desktop,58,664,5.2,4151.16,242.31,148,19,24.5,1.37,0,3,0,0
12,1,0,Germany,Los Angeles,Fuel,Mobile Payment,Mobile,45,644,6.0,713.85,160.67,150,13,6.0,32.45,0,3,0,0
15,1,0,Canada,Paris,Education,Credit Card,ATM,30,523,3.5,1250.47,21.52,135,21,35.2,6.75,1,0,0,0
7,0,0,USA,Mumbai,Clothing,Debit Card,Mobile,23,783,0.8,11460.95,22.32,164,28,7.6,6.27,0,0,1,0
13,0,0,France,Vancouver,Entertainment,Debit Card,Tablet,45,583,1.1,2842.33,20.84,146,16,31.0,5.48,1,0,1,0
5,0,1,Canada,Tokyo,Education,Bank Transfer,POS Terminal,40,746,1.8,3564.04,74.96,170,19,20.5,7.04,0,0,1,0
21,0,0,USA,Mumbai,Electronics,Debit Card,Mobile,43,608,10.2,28143.97,368.8,162,19,64.9,33.35,0,0,0,0
20,1,0,Mexico,Sydney,Restaurant,Mobile Payment,Tablet,43,748,0.2,86159.31,82.52,137,10,19.4,1.18,0,0,0,0
19,1,0,Japan,Osaka,Restaurant,Debit Card,Mobile,49,680,8.3,11307.59,55.56,147,28,52.0,14.86,0,0,0,0
5,1,1,USA,Mumbai,Fuel,Mobile Payment,Desktop,53,715,2.7,3251.38,30.27,147,18,59.0,20.46,0,0,0,0
1,0,1,Germany,Tokyo,Jewelry,Credit Card,Tablet,63,709,0.7,36375.33,2466.93,188,12,25.9,3.55,0,0,0,0
22,0,1,Canada,Osaka,Fuel,Credit Card,POS Terminal,60,647,2.4,2265.17,159.76,149,25,34.7,0.97,1,0,0,0
1,0,1,India,Berlin,Grocery,Mobile Payment,POS Terminal,44,631,1.6,12718.51,18.89,152,12,8.7,50.29,0,0,0,0
3,1,1,USA,Manchester,Healthcare,Mobile Payment,Mobile,28,640,5.8,3638.71,59.29,138,22,23.6,1.34,0,0,0,0
19,1,0,USA,Paris,Jewelry,Debit Card,Mobile,29,736,8.8,7782.06,499.1,148,19,0.4,2.04,0,0,0,0
6,1,1,Germany,Rio,Electronics,Credit Card,ATM,31,507,2.2,9244.59,807.95,122,30,6.5,11.71,0,0,0,0
22,0,1,Mexico,Berlin,Clothing,Credit Card,Mobile,54,530,9.8,3704.64,88.08,141,13,3.6,10.45,0,1,0,0
9,1,0,USA,Lyon,Restaurant,Debit Card,Mobile,56,656,0.5,7018.95,32.6,166,20,23.2,1.29,0,2,0,0
20,1,0,USA,Manchester,Travel,Bank Transfer,Mobile,55,574,1.3,27526.49,186.18,170,26,23.8,2.13,0,0,0,0
4,0,1,France,Lyon,Restaurant,Credit Card,Tablet,75,611,11.0,36917.63,105.85,155,21,2.5,22.61,0,0,0,0
20,1,0,USA,Mumbai,Gaming,Crypto,ATM,32,611,0.9,13109.21,73.85,145,20,1.4,11.39,0,0,0,0
18,0,0,Mexico,New York,ATM Withdrawal,Credit Card,Tablet,37,795,0.9,691.85,138.79,153,24,44.7,11.08,0,0,0,0
3,1,1,India,Los Angeles,Entertainment,Crypto,ATM,39,610,2.7,20368.73,125.61,161,19,39.2,3.01,0,5,0,0
4,0,1,India,Mexico City,Gaming,Debit Card,ATM,20,501,2.1,2033.35,7.67,145,13,9.6,4.95,0,0,0,0
16,0,0,India,São Paulo,Travel,Debit Card,Mobile,54,657,4.0,5034.05,236.72,164,25,12.3,10.1,0,3,0,0
0,0,1,India,Mexico City,Restaurant,Bank Transfer,ATM,64,705,0.5,9544.87,82.06,160,19,37.4,22.31,0,0,0,0
16,0,0,UK,Melbourne,Electronics,Debit Card,Tablet,49,649,0.5,7335.13,1595.41,116,18,39.4,1.2,0,0,0,0
18,0,0,India,Berlin,ATM Withdrawal,Bank Transfer,Tablet,65,690,1.4,373320.77,91.72,140,17,0.9,5.03,0,0,0,0
15,0,0,USA,Los Angeles,Utilities,Credit Card,POS Terminal,57,689,0.6,486.41,69.34,166,22,45.0,19.68,0,0,0,0
20,0,0,India,Tokyo,Utilities,Debit Card,POS Terminal,44,657,6.1,5607.34,51.64,167,19,26.1,6.38,0,0,0,0
17,0,0,Brazil,Munich,ATM Withdrawal,Credit Card,Desktop,43,654,1.2,21354.51,15.55,167,18,84.5,24.09,0,0,0,0
14,0,0,Mexico,Toronto,Electronics,Debit Card,ATM,43,688,0.9,10842.98,401.14,143,18,48.4,4.78,0,0,0,0
18,0,0,USA,London,Grocery,Bank Transfer,Mobile,23,770,5.9,25106.67,44.62,126,18,14.5,1.9,0,0,1,0
14,0,0,France,Guadalajara,Utilities,Bank Transfer,Mobile,18,744,1.1,10985.53,58.45,159,23,39.6,4.2,1,1,0,0
18,0,0,Australia,Guadalajara,Electronics,Debit Card,Mobile,18,702,1.1,4122.87,359.38,158,20,9.4,3.29,0,0,0,0
18,0,0,USA,Mexico City,Jewelry,Credit Card,Tablet,47,658,5.5,4802.66,80.02,146,18,10.6,24.98,0,0,0,0
18,0,0,USA,New York,Clothing,Bank Transfer,ATM,41,727,12.7,16150.43,44.53,149,12,1.7,5.88,0,0,0,0
3,0,1,Mexico,Mumbai,Grocery,Credit Card,Mobile,85,679,3.2,2415.76,11.06,186,15,18.5,10.65,0,0,0,0
11,0,0,India,Guadalajara,Utilities,Debit Card,ATM,38,667,1.0,29416.38,13.0,149,16,23.8,10.85,1,0,0,0
9,1,0,India,Lyon,Clothing,Debit Card,Mobile,21,544,0.6,809.26,43.91,152,22,27.2,7.75,0,0,0,0
22,1,1,India,Mexico City,Online Shopping,Debit Card,Mobile,35,683,5.1,3039.0,29.26,150,22,14.8,4.17,0,0,0,0
3,0,1,USA,Vancouver,ATM Withdrawal,Debit Card,POS Terminal,35,660,1.7,24373.26,29.27,137,16,19.3,15.2,0,0,0,1
1,1,1,Japan,Paris,Education,Credit Card,Desktop,43,584,11.3,3562.68,52.65,121,25,24.0,6.26,0,1,0,0
8,1,0,Australia,São Paulo,Education,Mobile Payment,Mobile,21,721,3.7,11818.24,30.58,143,20,3.2,33.63,1,0,0,0
12,0,0,USA,Los Angeles,Crypto Exchange,Credit Card,Mobile,39,829,2.1,4371.41,32.78,158,25,44.5,2.14,1,0,0,0
5,1,1,India,Vancouver,ATM Withdrawal,Mobile Payment,Tablet,81,632,3.7,27664.38,98.73,174,26,11.2,1.43,0,0,0,0
5,1,1,USA,Melbourne,Online Shopping,Credit Card,Mobile,30,588,4.1,13511.37,113.44,145,19,28.9,13.26,0,0,0,0
18,1,0,France,Tokyo,Entertainment,Debit Card,Mobile,54,813,1.3,1255.03,55.06,164,25,4.3,15.32,0,0,0,0
22,1,1,USA,Tokyo,Crypto Exchange,Mobile Payment,Mobile,41,724,1.9,15989.94,82.61,152,19,29.0,34.61,0,3,0,1
15,1,0,USA,Sydney,Clothing,Debit Card,Mobile,53,606,9.6,2591.01,61.5,155,20,2.7,8.49,0,0,0,0
16,0,0,Canada,Mumbai,Restaurant,Debit Card,Mobile,41,780,2.8,7745.68,342.83,141,16,12.4,12.24,1,0,0,0
20,1,0,UK,Munich,Restaurant,Bank Transfer,ATM,54,778,9.2,2178.6,202.21,142,14,2.5,3.11,0,0,0,0
9,1,0,France,São Paulo,Utilities,Debit Card,Mobile,52,691,6.4,9936.85,313.95,148,21,16.7,9.68,0,0,0,0
4,0,1,Germany,Melbourne,Education,Crypto,Desktop,27,584,1.7,12551.1,72.53,158,6,36.2,5.24,0,0,0,0
20,0,0,France,Vancouver,Jewelry,Debit Card,Desktop,56,717,0.1,15609.41,266.46,137,17,12.1,7.06,1,0,0,0
10,0,0,Germany,Osaka,Fuel,Debit Card,POS Terminal,24,648,24.7,5789.38,16.3,154,20,21.4,6.41,0,1,0,0
15,0,0,USA,Sydney,Crypto Exchange,Debit Card,Mobile,56,750,2.7,9503.39,107.77,157,22,40.2,1.17,1,0,0,0
10,1,0,USA,Toronto,Utilities,Mobile Payment,Tablet,48,625,8.2,5685.46,28.64,162,21,10.3,10.77,0,0,0,0
17,0,0,Canada,Toronto,Fuel,Mobile Payment,Tablet,37,724,3.3,38164.34,20.48,157,23,34.5,16.9,0,2,0,0
18,0,0,France,Delhi,Fuel,Bank Transfer,Desktop,40,788,12.8,3370.69,111.69,154,17,3.2,2.57,0,0,0,0
3,0,1,India,Los Angeles,Clothing,Cheque,Desktop,46,770,0.3,3914.89,110.69,143,19,3.5,13.0,0,0,0,1
12,0,0,Japan,Berlin,Education,Credit Card,Mobile,44,738,2.4,11439.43,42.89,155,26,11.5,5.87,0,0,0,0
23,0,1,USA,Melbourne,Healthcare,Credit Card,Desktop,35,645,4.1,10974.87,101.45,152,20,11.0,3.72,1,1,0,0
2,1,1,Brazil,Guadalajara,Entertainment,Credit Card,Tablet,38,766,12.7,24261.38,73.45,149,24,69.7,5.07,1,2,0,0
22,0,1,Australia,Vancouver,Travel,Debit Card,POS Terminal,18,780,2.6,11010.82,161.83,156,9,31.9,41.88,0,3,0,0
6,0,1,USA,Guadalajara,ATM Withdrawal,Bank Transfer,POS Terminal,39,850,1.8,22594.7,88.61,153,19,35.0,22.46,0,0,0,1
17,0,0,Germany,Toronto,Online Shopping,Credit Card,Mobile,56,831,1.2,7681.33,144.87,160,23,48.4,4.17,0,0,0,0
1,1,1,Japan,Osaka,Education,Credit Card,ATM,41,519,1.0,5080.36,158.83,128,15,68.5,3.8,0,4,0,0
23,0,1,USA,Manchester,ATM Withdrawal,Bank Transfer,Desktop,50,640,3.0,24965.58,9.7,149,23,23.4,9.26,0,0,0,0
13,1,0,France,Osaka,Education,Mobile Payment,Tablet,60,644,3.5,29894.92,20.47,141,19,46.7,10.26,0,1,0,0
10,0,0,USA,Los Angeles,Utilities,Debit Card,Mobile,47,801,6.7,4613.67,54.55,160,16,39.3,12.39,0,0,0,0
20,0,0,Australia,Mumbai,Utilities,Debit Card,POS Terminal,74,783,3.4,753.56,93.51,162,24,24.7,0.81,0,0,0,0
4,0,1,India,Toronto,Travel,Debit Card,Mobile,43,781,4.5,10264.75,1026.5,149,18,6.5,1.12,1,4,0,0
23,1,1,USA,Osaka,ATM Withdrawal,Credit Card,Mobile,39,623,0.5,3847.33,79.67,152,20,17.6,1.3,0,0,0,0
13,0,0,Australia,Paris,Restaurant,Debit Card,Desktop,59,584,5.2,43168.17,37.34,136,18,0.0,6.57,0,0,0,0
4,1,1,USA,Vancouver,Restaurant,Crypto,Desktop,40,540,2.6,6377.77,103.79,150,18,2.8,6.88,0,0,0,0
15,1,0,USA,London,Entertainment,Mobile Payment,Mobile,46,850,1.6,17305.32,102.14,145,20,3.6,4.16,0,0,0,0
19,0,0,Germany,Vancouver,Electronics,Debit Card,Desktop,45,740,5.2,166882.79,990.51,150,18,49.0,4.11,0,1,0,0
15,0,0,USA,Melbourne,Education,Bank Transfer,Tablet,48,675,3.6,3612.48,61.27,149,24,46.8,11.65,0,0,0,0
16,1,0,UK,São Paulo,Education,Credit Card,Desktop,26,802,5.9,2615.42,34.82,140,18,6.3,4.08,0,0,0,0
9,0,0,India,Lyon,Jewelry,Bank Transfer,Mobile,37,797,4.9,7062.36,299.47,142,25,29.8,0.58,1,0,0,0
23,0,1,Canada,Lyon,ATM Withdrawal,Crypto,Mobile,33,661,3.2,2459.25,53.3,163,19,10.7,0.14,0,0,0,0
7,0,0,Canada,Sydney,ATM Withdrawal,Debit Card,Desktop,59,774,11.0,1206.86,29.67,159,15,50.3,4.9,0,1,0,0
19,1,0,Australia,Mexico City,Gaming,Debit Card,ATM,35,721,2.0,272902.63,29.15,149,17,32.9,22.17,0,0,1,0
5,0,1,USA,Tokyo,Clothing,Debit Card,Mobile,44,692,4.4,3045.2,32.61,165,25,32.7,3.53,0,0,0,0
3,1,1,Brazil,Berlin,Utilities,Debit Card,ATM,33,684,1.5,2539.91,84.66,159,19,9.8,10.12,0,1,0,1
5,0,1,UK,Rio,Healthcare,Credit Card,Tablet,18,673,1.7,8318.87,45.09,160,20,1.1,9.0,0,0,0,0
4,1,1,Japan,Los Angeles,Jewelry,Cheque,Mobile,43,792,0.8,101599.72,207.58,151,12,34.5,30.54,0,0,0,0
4,0,1,USA,Lyon,Jewelry,Bank Transfer,Mobile,47,670,6.7,16797.92,1394.35,142,23,17.6,6.88,0,0,0,0
15,0,0,USA,Los Angeles,Fuel,Debit Card,Mobile,38,654,10.4,1756.21,56.05,151,29,11.4,5.27,0,0,0,0
16,1,0,Brazil,Osaka,Crypto Exchange,Debit Card,POS Terminal,66,528,2.0,792.32,50.07,162,20,20.4,8.38,0,5,0,0
11,0,0,USA,New York,Crypto Exchange,Crypto,ATM,71,727,4.8,10671.1,418.5,142,11,5.3,6.9,0,0,0,0
19,1,0,USA,Lyon,Travel,Debit Card,ATM,27,760,12.0,13752.77,436.94,147,17,66.6,8.48,0,0,0,0
15,0,0,USA,Rio,Restaurant,Mobile Payment,Mobile,40,688,5.8,23080.8,12.88,151,20,13.3,9.11,0,0,0,0
23,0,1,UK,Mumbai,Healthcare,Debit Card,Desktop,40,733,0.8,37308.18,101.38,152,27,16.4,11.84,0,0,0,0
17,0,0,Mexico,Munich,Clothing,Bank Transfer,Desktop,23,643,1.0,4569.69,8.68,158,24,2.6,17.26,0,0,0,0
12,0,0,Mexico,Berlin,Gaming,Crypto,POS Terminal,33,713,4.8,35393.39,172.22,151,17,0.7,16.82,0,1,0,0
18,1,0,USA,Sydney,Restaurant,Debit Card,Desktop,61,692,2.1,4155.55,158.03,149,20,7.6,4.33,0,0,0,0
11,1,0,France,Lyon,Healthcare,Debit Card,Mobile,55,624,1.7,15966.19,140.4,141,30,20.1,5.51,1,2,0,0
15,0,0,USA,Munich,Electronics,Credit Card,Mobile,48,675,4.6,5901.71,346.02,140,16,5.6,36.2,0,1,0,0
5,0,1,USA,Mumbai,Crypto Exchange,Credit Card,Mobile,33,674,13.7,19672.91,6.25,147,28,4.7,2.19,0,0,0,0
1,0,1,Canada,Tokyo,Jewelry,Mobile Payment,ATM,26,543,0.6,103393.31,757.2,137,27,23.5,8.65,0,0,0,1
13,0,0,USA,Tokyo,Electronics,Debit Card,Mobile,61,649,3.8,8604.22,63.28,152,32,16.2,3.29,1,0,0,0
8,1,0,USA,Manchester,Utilities,Credit Card,Mobile,50,659,5.1,10823.25,40.67,145,23,9.1,0.26,0,2,0,0
2,0,1,Canada,Toronto,Electronics,Debit Card,Desktop,19,764,3.0,3515.9,374.58,144,19,0.0,8.22,0,0,0,0
23,0,1,Japan,Sydney,Gaming,Debit Card,Desktop,56,594,1.5,2975.62,97.24,152,24,98.4,21.88,0,0,0,0
1,1,1,Brazil,Osaka,Grocery,Debit Card,Desktop,38,693,0.7,12666.21,12.53,146,17,4.4,2.16,0,0,0,0
6,1,1,Japan,Lyon,Grocery,Credit Card,Desktop,45,595,4.3,242.76,45.22,143,29,47.3,37.84,0,0,0,0
7,0,0,India,New York,Electronics,Credit Card,ATM,18,604,11.3,9353.84,601.08,152,14,1.5,22.83,0,0,0,0
20,1,0,USA,Berlin,Entertainment,Bank Transfer,Mobile,26,700,1.3,4744.56,29.13,162,23,0.5,23.22,1,0,0,0
17,0,0,India,Vancouver,Online Shopping,Credit Card,POS Terminal,40,805,1.6,597.55,142.08,169,24,42.7,29.56,0,0,0,0
1,0,1,Australia,Vancouver,Entertainment,Bank Transfer,Desktop,52,601,11.2,30118.11,77.88,153,15,11.7,2.07,0,0,0,0
15,1,0,USA,Los Angeles,Education,Debit Card,POS Terminal,23,546,7.2,3722.41,15.86,134,23,13.1,20.42,0,1,0,0
10,0,0,Mexico,Tokyo,Jewelry,Credit Card,Mobile,50,809,4.7,12174.85,2249.05,137,22,8.4,3.89,1,1,0,0
6,1,1,USA,Munich,Online Shopping,Bank Transfer,Desktop,26,646,0.5,10913.68,80.62,153,21,2.4,6.07,0,0,1,0
20,1,0,UK,Munich,Jewelry,Credit Card,Desktop,29,718,3.1,2522.73,2421.51,137,17,5.4,18.15,0,0,0,0
12,0,0,USA,Guadalajara,Healthcare,Credit Card,Mobile,45,735,3.3,525.72,23.94,152,27,20.2,17.41,1,0,0,0
11,0,0,USA,New York,Clothing,Debit Card,Desktop,55,735,1.9,9790.19,19.74,145,15,1.4,2.41,1,0,0,0
8,0,0,USA,Toronto,Clothing,Debit Card,Mobile,55,796,0.9,9970.83,288.72,145,21,0.9,8.34,0,2,0,1
13,1,0,Mexico,Los Angeles,Entertainment,Credit Card,Mobile,36,602,10.3,5858.8,22.72,151,17,22.8,24.58,0,1,1,0
